Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00136484, 0.000988398, 0.000374511, 0, 19440, 22423, 0
0.0021028, 0.00145151, 0.000650498, 0, 19440, 22426, 0
0.00224773, 0.00146031, 0.000786631, 0, 19440, 22423, 0
0.00113913, 0.000877507, 0.000260786, 0, 19440, 22415, 0
0.00131056, 0.000941645, 0.000368285, 0, 19440, 22415, 0
0.00123637, 0.000909746, 0.000326135, 0, 19440, 22426, 0
0.00135185, 0.00103431, 0.000316974, 0, 19440, 22420, 0
0.00140094, 0.0011126, 0.000287902, 0, 19440, 22418, 0
0.00175822, 0.00141523, 0.00034191, 0, 19440, 22423, 0
0.00131169, 0.00101178, 0.000299199, 8.26e-07, 19440, 22421, 33
0.00129224, 0.00101256, 0.000279276, 0, 19440, 22415, 0
0.00137602, 0.0010731, 0.000302516, 7.68e-07, 19440, 22409, 33
0.00127229, 0.000975417, 0.000296443, 0, 19440, 22414, 0
0.00244588, 0.00169115, 0.000753797, 0, 19440, 22424, 0
0.00272404, 0.00171145, 0.00101166, 1.583e-06, 19440, 22424, 33
0.00141792, 0.00102033, 0.000396613, 0, 19440, 22416, 0
0.00130579, 0.000989566, 0.000315556, 0, 19440, 22414, 0
0.00190379, 0.00161849, 0.000284501, 0, 19440, 22423, 0
0.0024025, 0.00165489, 0.000746699, 0, 19440, 22412, 0
0.00257445, 0.0016879, 0.000885203, 0, 19440, 22413, 0
0.00149063, 0.000998846, 0.000490752, 0, 19440, 22413, 0
0.00141072, 0.00102854, 0.000381622, 0, 19440, 22406, 0
0.00239392, 0.0016799, 0.000712663, 0, 19440, 22413, 0
0.00140422, 0.0011144, 0.000288799, 1.405e-06, 19440, 22412, 66
0.00118399, 0.000939194, 0.000244271, 0, 19440, 22423, 0
0.00132588, 0.00104517, 0.000280167, 0, 19440, 22424, 0
0.00123575, 0.000989043, 0.000246404, 2.449e-06, 19440, 22416, 99
0.00280825, 0.0016908, 0.00111652, 0, 19440, 22421, 0
0.00130488, 0.00100254, 0.0003013, 1.02e-06, 19440, 22411, 33
0.00136564, 0.00108364, 0.000281112, 0, 19440, 22414, 0
0.00248911, 0.00173989, 0.000748406, 0, 19440, 22422, 0
0.00251027, 0.00167407, 0.000835406, 0, 19440, 22412, 0
0.00246512, 0.00155996, 0.000904245, 1.255e-06, 19440, 22413, 33
0.00269866, 0.00164843, 0.00104921, 0, 19440, 22431, 0
0.00162294, 0.00110991, 0.000512305, 0, 19440, 22427, 0
0.00149522, 0.00115774, 0.00033677, 9.12e-07, 19440, 22416, 33
0.00115984, 0.000887325, 0.000271752, 8.31e-07, 19440, 22420, 33
0.00224448, 0.00150007, 0.000743383, 0, 19440, 22414, 0
0.00150605, 0.00118884, 0.000316405, 0, 19440, 22422, 0
0.00133749, 0.000885347, 0.000451654, 0, 19440, 22416, 0
0.00251744, 0.00157471, 0.000941464, 0, 19440, 22428, 0
0.00208655, 0.00143345, 0.000652207, 0, 19440, 22427, 0
0.00187159, 0.00141384, 0.000457093, 1.323e-06, 19440, 22425, 33
0.00108529, 0.000863806, 0.000220947, 0, 19440, 22419, 0
0.00127456, 0.0009699, 0.000303785, 6.86e-07, 19440, 22407, 33
0.00120474, 0.000882357, 0.000321757, 0, 19440, 22419, 0
0.00260587, 0.00152647, 0.00107853, 0, 19440, 22421, 0
0.00191034, 0.00138864, 0.000520668, 0, 19440, 22423, 0
0.00240692, 0.00153601, 0.000869792, 1.464e-06, 19440, 22419, 33
0.00243713, 0.00156318, 0.000873066, 0, 19440, 22419, 0
0.00228925, 0.0014169, 0.000871328, 0, 19440, 22424, 0
0.00204743, 0.00151513, 0.000531355, 7.59e-07, 19440, 22434, 33
0.00248713, 0.00157258, 0.000913542, 0, 19440, 22422, 0
0.00113692, 0.000863495, 0.000272576, 0, 19440, 22407, 0
0.00232709, 0.00154829, 0.000777599, 0, 19440, 22420, 0
0.00111544, 0.000899644, 0.000215086, 0, 19440, 22424, 0
0.00106804, 0.000849973, 0.000217604, 0, 19440, 22429, 0
0.0013563, 0.00110956, 0.000245998, 0, 19440, 22419, 0
0.00291573, 0.00171729, 0.00119751, 0, 19440, 22419, 0
0.00122133, 0.000962265, 0.000258498, 5.61e-07, 19440, 22410, 33
0.00123349, 0.00096796, 0.000265143, 0, 19440, 22427, 0
0.00165143, 0.00134698, 0.000303657, 0, 19440, 22408, 0
0.00248227, 0.00170157, 0.000779773, 0, 19440, 22427, 0
0.00132421, 0.000999621, 0.000323959, 0, 19440, 22431, 0
0.00250151, 0.00203545, 0.000465048, 0, 19440, 22412, 0
0.00174033, 0.00140962, 0.000330142, 1.164e-06, 19440, 22419, 33
0.00256578, 0.00185546, 0.000709176, 0, 19440, 22416, 0
0.00246535, 0.00168261, 0.00078179, 1.397e-06, 19440, 22424, 33
0.00129482, 0.000988496, 0.000305687, 0, 19440, 22408, 0
0.00279816, 0.00176987, 0.00102724, 0, 19440, 22424, 0
0.00150693, 0.0012073, 0.000298573, 0, 19440, 22409, 0
0.00124424, 0.00098324, 0.000260274, 0, 19440, 22424, 0
0.00140788, 0.00110734, 0.000299685, 0, 19440, 22429, 0
0.00124207, 0.000990471, 0.00025075, 0, 19440, 22417, 0
0.00125573, 0.000989564, 0.000265644, 0, 19440, 22425, 0
0.00120543, 0.000986682, 0.000218395, 0, 19440, 22414, 0
0.00242467, 0.00163911, 0.000784723, 0, 19440, 22418, 0
0.00163002, 0.00123992, 0.000385706, 0, 19440, 22413, 0
0.00140209, 0.00106021, 0.000341278, 0, 19440, 22417, 0
0.00128695, 0.00102445, 0.000261915, 0, 19440, 22425, 0
0.00231653, 0.00164579, 0.000669929, 0, 19440, 22432, 0
0.00184958, 0.00155318, 0.00029527, 0, 19440, 22418, 0
0.00129396, 0.00103165, 0.000261712, 8.39e-07, 19440, 22423, 33
0.00127647, 0.000955418, 0.000320465, 0, 19440, 22421, 0
0.00126808, 0.000941688, 0.000325748, 0, 19440, 22415, 0
0.00138832, 0.00101947, 0.000368079, 1.004e-06, 19440, 22408, 33
0.00175465, 0.00142497, 0.000328704, 0, 19440, 22434, 0
0.00235095, 0.00147972, 0.000870598, 1.67e-06, 19440, 22427, 33
0.00142104, 0.00114705, 0.000272897, 0, 19440, 22419, 0
0.00201308, 0.0014206, 0.000591616, 1.016e-06, 19440, 22413, 33
0.00234685, 0.00151944, 0.00082619, 0, 19440, 22412, 0
0.00133516, 0.000922045, 0.000412278, 0, 19440, 22420, 0
0.00123278, 0.000882427, 0.00034979, 8.41e-07, 19440, 22420, 33
0.00117115, 0.000857715, 0.000312862, 0, 19440, 22420, 0
0.00181111, 0.00132297, 0.000487343, 0, 19440, 22417, 0
0.00124303, 0.000894855, 0.0003474, 0, 19440, 22430, 0
0.00123257, 0.000926031, 0.000304855, 0, 19440, 22408, 0
0.00178734, 0.00142332, 0.000363207, 0, 19440, 22434, 0
0.00112497, 0.000868018, 0.000256326, 1.345e-06, 19440, 22424, 66
0.00152429, 0.000933118, 0.000590536, 0, 19440, 22416, 0
0.00124363, 0.000901906, 0.00034095, 0, 19440, 22423, 0
0.00115006, 0.00087103, 0.000278377, 0, 19440, 22419, 0
0.00117019, 0.00090808, 0.000261516, 0, 19440, 22426, 0
0.00115262, 0.000897626, 0.000254321, 0, 19440, 22418, 0
0.00226077, 0.0014825, 0.000777351, 0, 19440, 22406, 0
0.00125023, 0.000978303, 0.000271325, 0, 19440, 22413, 0
0.00238124, 0.00141525, 0.000965193, 1.56e-06, 19440, 22419, 33
0.00139324, 0.00100318, 0.000389447, 0, 19440, 22412, 0
0.00117409, 0.000862936, 0.00031076, 0, 19440, 22422, 0
0.00206372, 0.00141983, 0.0006431, 1.99e-06, 19440, 22425, 66
0.00224545, 0.00150527, 0.000739406, 0, 19440, 22433, 0
0.00224191, 0.00146317, 0.000777858, 1.499e-06, 19440, 22423, 33
0.00241814, 0.00158323, 0.000834054, 1.219e-06, 19440, 22407, 33
0.00283139, 0.00176152, 0.00106866, 0, 19440, 22416, 0
0.00140249, 0.00105185, 0.000349912, 0, 19440, 22424, 0
0.00232728, 0.00154398, 0.000782456, 0, 19440, 22412, 0
0.00131657, 0.000988132, 0.000327861, 0, 19440, 22424, 0
0.00125724, 0.000981051, 0.000275638, 0, 19440, 22422, 0
0.0013632, 0.00103341, 0.000329168, 0, 19440, 22422, 0
0.00128174, 0.00100951, 0.000271842, 0, 19440, 22425, 0
0.00223163, 0.00169653, 0.000534155, 0, 19440, 22427, 0
0.00145622, 0.00103216, 0.000423457, 0, 19440, 22421, 0
0.00133482, 0.00100143, 0.000332695, 0, 19440, 22423, 0
0.00150202, 0.000999937, 0.000501449, 8.93e-07, 19440, 22418, 33
0.00128221, 0.000985076, 0.000296591, 0, 19440, 22422, 0
0.00217122, 0.00152222, 0.000648104, 0, 19440, 22408, 0
0.00183247, 0.00145515, 0.000376395, 8.17e-07, 19440, 22408, 33
0.00264127, 0.00160848, 0.00103199, 0, 19440, 22428, 0
0.00127043, 0.000974038, 0.000295654, 1.255e-06, 19440, 22419, 33
0.00146249, 0.00118053, 0.000281068, 0, 19440, 22422, 0
0.00126593, 0.00100868, 0.00025664, 0, 19440, 22418, 0
0.00127132, 0.000992315, 0.000278448, 0, 19440, 22422, 0
0.00251903, 0.00168218, 0.00083608, 0, 19440, 22421, 0
0.0025655, 0.00164725, 0.000917495, 0, 19440, 22403, 0
0.00165115, 0.00124972, 0.000400549, 0, 19440, 22427, 0
0.00134373, 0.00100059, 0.000342334, 9.15e-07, 19440, 22426, 33
0.00131514, 0.000997179, 0.000317585, 1.154e-06, 19440, 22422, 33
0.00148359, 0.00117662, 0.000305988, 1.388e-06, 19440, 22419, 66
0.00124904, 0.00098104, 0.000267586, 0, 19440, 22413, 0
0.00222333, 0.00166076, 0.000561937, 0, 19440, 22419, 0
0.00130888, 0.00102517, 0.000283106, 0, 19440, 22415, 0
0.00173925, 0.00119238, 0.000546487, 0, 19440, 22424, 0
0.00133621, 0.00101412, 0.000321676, 8.67e-07, 19440, 22413, 33
0.00129422, 0.00101664, 0.000277233, 0, 19440, 22409, 0
0.00215139, 0.00156081, 0.000589782, 0, 19440, 22419, 0
0.00149439, 0.00102961, 0.000464054, 0, 19440, 22419, 0
0.00207121, 0.00148673, 0.000583644, 0, 19440, 22420, 0
0.00116415, 0.00085511, 0.000308403, 0, 19440, 22427, 0
0.00144636, 0.00105535, 0.00039016, 0, 19440, 22407, 0
0.00139638, 0.00106382, 0.000331866, 0, 19440, 22420, 0
0.0011312, 0.000869972, 0.000260592, 0, 19440, 22415, 0
0.00121751, 0.000956852, 0.000260091, 0, 19440, 22434, 0
0.00114445, 0.000878723, 0.000265219, 0, 19440, 22413, 0
0.00110975, 0.000868157, 0.000241104, 0, 19440, 22413, 0
0.00230575, 0.00148502, 0.000819855, 0, 19440, 22427, 0
0.0026671, 0.00147964, 0.00118648, 0, 19440, 22432, 0
0.00296586, 0.00189541, 0.00106814, 0, 19440, 22420, 0
0.00232676, 0.0015115, 0.000814282, 0, 19440, 22417, 0
0.00110695, 0.000860765, 0.000245797, 7.68e-07, 19440, 22412, 33
0.00233489, 0.00151259, 0.000821645, 0, 19440, 22420, 0
0.00116582, 0.0008771, 0.000287921, 0, 19440, 22418, 0
0.00123278, 0.000881931, 0.000350433, 0, 19440, 22425, 0
0.00167993, 0.000991775, 0.000687254, 9.29e-07, 19440, 22415, 33
0.00133613, 0.000878809, 0.000456895, 0, 19440, 22412, 0
0.00113409, 0.00086974, 0.000263662, 0, 19440, 22408, 0
0.0021008, 0.00145805, 0.00064194, 0, 19440, 22420, 0
0.00231235, 0.00156485, 0.000746642, 0, 19440, 22408, 0
0.00123409, 0.000977498, 0.00025602, 0, 19440, 22424, 0
0.00254992, 0.00155616, 0.000992895, 0, 19440, 22427, 0
0.00250601, 0.00161346, 0.000891648, 0, 19440, 22418, 0
0.00144173, 0.0011207, 0.000320218, 0, 19440, 22417, 0
0.00126935, 0.000992757, 0.000275974, 0, 19440, 22431, 0
0.00182324, 0.00146446, 0.000357972, 0, 19440, 22422, 0
0.00253809, 0.00164087, 0.000896337, 0, 19440, 22425, 0
0.00131978, 0.0010187, 0.000299821, 0, 19440, 22423, 0
0.00136941, 0.000994597, 0.000374051, 0, 19440, 22425, 0
0.00148336, 0.00112183, 0.000361175, 0, 19440, 22421, 0
0.00141384, 0.00105873, 0.000354718, 1.032e-06, 19440, 22433, 33
0.0023455, 0.00164029, 0.000704171, 1.376e-06, 19440, 22420, 33
0.00129148, 0.000997994, 0.000292906, 0, 19440, 22420, 0
0.00207854, 0.00160334, 0.00047417, 0, 19440, 22436, 0
0.00133872, 0.001028, 0.000309951, 0, 19440, 22422, 0
0.0012632, 0.000999782, 0.000262973, 0, 19440, 22417, 0
0.00136245, 0.000987036, 0.000374853, 1.035e-06, 19440, 22419, 33
0.00147513, 0.00110899, 0.000365677, 0, 19440, 22430, 0
0.0013868, 0.00108625, 0.000299883, 0, 19440, 22426, 0
0.00245509, 0.00169352, 0.000760664, 0, 19440, 22409, 0
0.00248359, 0.00167755, 0.000804998, 1.285e-06, 19440, 22424, 33
0.00161367, 0.000983719, 0.000629221, 1.154e-06, 19440, 22416, 33
0.00134821, 0.000991062, 0.000356388, 0, 19440, 22419, 0
0.00139891, 0.00101817, 0.000379691, 0, 19440, 22418, 0
0.00260407, 0.00169295, 0.000910166, 0, 19440, 22413, 0
0.00129001, 0.000994262, 0.000295052, 0, 19440, 22427, 0
0.00218647, 0.00146811, 0.0007173, 1.483e-06, 19440, 22412, 33
0.00230238, 0.00148749, 0.000814069, 0, 19440, 22413, 0
0.00125248, 0.000879016, 0.000372808, 0, 19440, 22416, 0
0.00158891, 0.00110774, 0.000480054, 0, 19440, 22416, 0
0.00129658, 0.000875932, 0.000419999, 0, 19440, 22412, 0
0.00124815, 0.000955033, 0.000292407, 0, 19440, 22432, 0
0.00222206, 0.00148196, 0.000739272, 0, 19440, 22421, 0
0.00229883, 0.00150081, 0.000797222, 0, 19440, 22428, 0
0.00129159, 0.000940082, 0.000350693, 0, 19440, 22406, 0
0.00115095, 0.000876858, 0.000273549, 0, 19440, 22428, 0
0.00143052, 0.00091968, 0.000510281, 0, 19440, 22414, 0
0.00166212, 0.00132623, 0.000334973, 0, 19440, 22427, 0
0.00131651, 0.000960453, 0.000355591, 0, 19440, 22434, 0
0.00230941, 0.001472, 0.00083659, 0, 19440, 22422, 0
0.0015874, 0.00101545, 0.000571229, 1.779e-06, 19440, 22420, 33
0.00214647, 0.00143176, 0.000713806, 0, 19440, 22431, 0
0.00228205, 0.00143866, 0.000842635, 0, 19440, 22412, 0
0.00204817, 0.0014418, 0.000605643, 0, 19440, 22434, 0
0.00126626, 0.000885754, 0.000379585, 0, 19440, 22423, 0
0.00118843, 0.000896747, 0.000290872, 0, 19440, 22423, 0
0.00221494, 0.00148605, 0.000727932, 0, 19440, 22416, 0
0.00212161, 0.00146097, 0.000659994, 1.84e-06, 19440, 22429, 33
0.00117602, 0.00089272, 0.000282787, 0, 19440, 22406, 0
0.00225725, 0.00143162, 0.000824625, 1.11e-06, 19440, 22416, 33
0.00119859, 0.000873927, 0.000323945, 0, 19440, 22409, 0
0.00133318, 0.000987817, 0.00034455, 0, 19440, 22419, 0
0.00134656, 0.00106014, 0.000285699, 0, 19440, 22427, 0
0.00121314, 0.000963868, 0.000248777, 0, 19440, 22422, 0
0.00121426, 0.000980983, 0.000232908, 0, 19440, 22415, 0
0.00118844, 0.000957408, 0.000230685, 0, 19440, 22419, 0
0.00257139, 0.00171533, 0.000854953, 0, 19440, 22415, 0
0.00156214, 0.00112588, 0.000435408, 9.25e-07, 19440, 22415, 33
0.0016374, 0.00127846, 0.000358141, 0, 19440, 22411, 0
0.00127677, 0.000982094, 0.000294142, 0, 19440, 22419, 0
0.0012177, 0.000963332, 0.000254033, 0, 19440, 22409, 0
0.00121053, 0.000960328, 0.000249165, 0, 19440, 22417, 0
0.00229908, 0.00166502, 0.000633201, 0, 19440, 22410, 0
0.00137987, 0.00101156, 0.000367389, 0, 19440, 22424, 0
0.00154432, 0.00113622, 0.000407159, 0, 19440, 22413, 0
0.00145477, 0.00114504, 0.000309101, 0, 19440, 22423, 0
0.00135946, 0.00106619, 0.000292594, 0, 19440, 22412, 0
0.00250029, 0.00170883, 0.000790558, 1.329e-06, 19440, 22418, 33
0.00258443, 0.00172036, 0.000863086, 1.485e-06, 19440, 22410, 33
0.00256082, 0.00105952, 0.00150071, 0, 19440, 22411, 0
0.00286236, 0.00177906, 0.00108238, 0, 19440, 22413, 0
0.0027588, 0.00170629, 0.00105141, 0, 19440, 22423, 0
0.00257434, 0.00173687, 0.000836394, 0, 19440, 22430, 0
0.00229864, 0.00155912, 0.000738779, 0, 19440, 22423, 0
0.00130263, 0.000963356, 0.000338283, 0, 19440, 22416, 0
0.0011621, 0.00086063, 0.000300781, 0, 19440, 22414, 0
0.00270119, 0.00171176, 0.000988327, 0, 19440, 22406, 0
0.00160088, 0.00129478, 0.000305126, 0, 19440, 22417, 0
0.00116523, 0.000864595, 0.000299973, 0, 19440, 22424, 0
0.0011002, 0.000869771, 0.000229617, 0, 19440, 22426, 0
0.0012223, 0.000883918, 0.000337419, 0, 19440, 22418, 0
0.00118315, 0.000878841, 0.000303356, 0, 19440, 22407, 0
0.00254654, 0.00150314, 0.0010422, 1.54e-06, 19440, 22441, 33
0.00124531, 0.000893502, 0.000350914, 0, 19440, 22437, 0
0.00220869, 0.00147784, 0.000730045, 0, 19440, 22435, 0
0.00118993, 0.000897501, 0.000290744, 0, 19440, 22412, 0
0.0012155, 0.000897505, 0.00031752, 0, 19440, 22419, 0
0.00219382, 0.00144043, 0.000752172, 0, 19440, 22412, 0
0.0015021, 0.00114894, 0.000352487, 6.22e-07, 19440, 22413, 33
0.0024447, 0.00146568, 0.000977777, 0, 19440, 22421, 0
0.00240058, 0.00183979, 0.000559684, 0, 19440, 22425, 0
0.0011904, 0.000894252, 0.000295358, 0, 19440, 22417, 0
0.00226006, 0.00145686, 0.000800483, 0, 19440, 22421, 0
0.0011294, 0.000872357, 0.000256196, 9.68e-07, 19440, 22420, 33
0.00191952, 0.00147985, 0.000438794, 0, 19440, 22419, 0
0.00276493, 0.00174959, 0.00101447, 0, 19440, 22420, 0
0.00143255, 0.000969123, 0.000462375, 0, 19440, 22419, 0
0.00115437, 0.000888702, 0.000265111, 6.4e-07, 19440, 22420, 33
0.00174325, 0.00147729, 0.000265141, 0, 19440, 22419, 0
0.00121477, 0.000935282, 0.00027872, 0, 19440, 22411, 0
0.00216211, 0.00147267, 0.000688549, 0, 19440, 22413, 0
0.00214556, 0.00147343, 0.000670889, 0, 19440, 22420, 0
0.00241922, 0.00158507, 0.000833205, 0, 19440, 22413, 0
0.00137428, 0.000980466, 0.00039249, 9.05e-07, 19440, 22431, 33
0.00251935, 0.00165743, 0.000861017, 0, 19440, 22412, 0
0.00124315, 0.000976528, 0.00026609, 0, 19440, 22417, 0
0.00175898, 0.00123879, 0.00051951, 0, 19440, 22423, 0
0.00257213, 0.00163788, 0.000933191, 0, 19440, 22422, 0
0.00163012, 0.00113378, 0.000495252, 0, 19440, 22426, 0
0.00133486, 0.00101289, 0.00032143, 0, 19440, 22425, 0
0.00232311, 0.00162615, 0.000696184, 1.325e-06, 19440, 22416, 33
0.00120674, 0.000957834, 0.000248346, 0, 19440, 22410, 0
0.00237408, 0.00165298, 0.000720312, 1.202e-06, 19440, 22428, 33
0.00239329, 0.00164104, 0.000751396, 0, 19440, 22419, 0
0.00277238, 0.00176947, 0.00100196, 1.532e-06, 19440, 22411, 33
0.00134228, 0.00100627, 0.000335246, 0, 19440, 22415, 0
0.00241629, 0.00166285, 0.000752414, 1.302e-06, 19440, 22424, 33
0.00251624, 0.00172202, 0.000793047, 0, 19440, 22415, 0
0.00201564, 0.00161005, 0.00040437, 1.8e-06, 19440, 22420, 66
0.00233384, 0.00166707, 0.000665872, 1.816e-06, 19440, 22419, 33
0.00151874, 0.00114984, 0.000367908, 8.93e-07, 19440, 22418, 33
0.00258397, 0.00169012, 0.000892973, 0, 19440, 22432, 0
0.00220431, 0.0013103, 0.000893015, 1.436e-06, 19440, 22427, 33
0.00134646, 0.00105842, 0.00028745, 0, 19440, 22431, 0
0.00131717, 0.00103458, 0.000282026, 9.06e-07, 19440, 22416, 33
0.00258417, 0.00171404, 0.000869253, 1.202e-06, 19440, 22418, 33
0.00258923, 0.00154103, 0.00104711, 0, 19440, 22413, 0
0.00136081, 0.000957459, 0.000402032, 0, 19440, 22421, 0
0.00129048, 0.000907245, 0.000382713, 0, 19440, 22422, 0
0.00116465, 0.000892356, 0.000271756, 0, 19440, 22430, 0
0.00261851, 0.0017719, 0.000845602, 0, 19440, 22425, 0
0.0022924, 0.00147598, 0.000815469, 0, 19440, 22427, 0
0.00248511, 0.00150984, 0.000974042, 0, 19440, 22425, 0
0.00146191, 0.00115751, 0.000303197, 8.21e-07, 19440, 22420, 33
0.00231777, 0.00149251, 0.000824328, 0, 19440, 22427, 0
0.00210608, 0.00147293, 0.000632128, 0, 19440, 22425, 0
0.00113201, 0.000860716, 0.000270772, 0, 19440, 22422, 0
0.00199104, 0.00145983, 0.000530351, 0, 19440, 22412, 0
0.00248811, 0.00152758, 0.00095958, 1.839e-06, 19440, 22420, 33
0.00233647, 0.00150122, 0.000833916, 1.669e-06, 19440, 22417, 33
0.00220518, 0.00146797, 0.000736268, 0, 19440, 22424, 0
0.00210993, 0.00141876, 0.000689833, 0, 19440, 22425, 0
0.00108942, 0.000869658, 0.000218954, 0, 19440, 22423, 0
0.0026212, 0.00156336, 0.00105654, 0, 19440, 22419, 0
0.001342, 0.000894286, 0.000446721, 0, 19440, 22422, 0
0.0011818, 0.000877814, 0.000303378, 1.02e-06, 19440, 22417, 33
0.00214251, 0.00142884, 0.000712773, 1.089e-06, 19440, 22415, 33
0.00267293, 0.00162328, 0.00104864, 1.3e-06, 19440, 22417, 33
0.00230759, 0.00155666, 0.000749746, 1.015e-06, 19440, 22421, 33
0.00130289, 0.000985677, 0.000316176, 0, 19440, 22412, 0
0.00269146, 0.00170389, 0.000986586, 0, 19440, 22414, 0
0.00131143, 0.00098727, 0.000323495, 0, 19440, 22418, 0
0.00162143, 0.00129333, 0.000327253, 0, 19440, 22422, 0
0.00238557, 0.00164637, 0.000738425, 1.308e-06, 19440, 22425, 33
0.0014612, 0.00113902, 0.000321438, 0, 19440, 22412, 0
0.00131498, 0.000999837, 0.000314476, 0, 19440, 22422, 0
0.00256601, 0.00155267, 0.00101224, 0, 19440, 22422, 0
0.00133485, 0.000997493, 0.000336703, 1.915e-06, 19440, 22423, 66
0.00247927, 0.00165484, 0.000823569, 1.338e-06, 19440, 22407, 33
0.00237213, 0.00165207, 0.000719064, 0, 19440, 22413, 0
0.00257181, 0.00165383, 0.000916947, 2.565e-06, 19440, 22426, 66
0.00201038, 0.00143662, 0.000572526, 0, 19440, 22431, 0
0.00284773, 0.00182182, 0.00102485, 0, 19440, 22416, 0
0.00247094, 0.00165654, 0.000813544, 0, 19440, 22430, 0
0.00127943, 0.000971118, 0.000307581, 6.77e-07, 19440, 22421, 33
0.00120403, 0.000965985, 0.000237592, 0, 19440, 22427, 0
0.00132483, 0.000974914, 0.000349095, 0, 19440, 22404, 0
0.00248206, 0.00165462, 0.000826617, 0, 19440, 22422, 0
0.00141661, 0.0010077, 0.000408149, 0, 19440, 22419, 0
0.00140003, 0.0010209, 0.000378379, 8.62e-07, 19440, 22425, 33
0.0022426, 0.00153143, 0.000710035, 0, 19440, 22433, 0
0.00134252, 0.00101077, 0.000331178, 0, 19440, 22432, 0
0.00254819, 0.00168726, 0.000859651, 0, 19440, 22426, 0
0.00129782, 0.000992314, 0.000304864, 0, 19440, 22415, 0
0.00250382, 0.00155851, 0.000944569, 0, 19440, 22434, 0
0.00264623, 0.00172327, 0.000920751, 0, 19440, 22422, 0
0.00138964, 0.000998403, 0.000390428, 9.94e-07, 19440, 22431, 33
0.00239706, 0.00172102, 0.000674968, 0, 19440, 22417, 0
0.00241019, 0.00154529, 0.000864025, 1.13e-06, 19440, 22423, 33
0.00121255, 0.000984581, 0.000226869, 0, 19440, 22427, 0
0.0027491, 0.0017035, 0.0010446, 0, 19440, 22415, 0
0.0016056, 0.00128595, 0.000318809, 0, 19440, 22428, 0
0.00132313, 0.0010137, 0.00030872, 0, 19440, 22413, 0
0.00225147, 0.00155222, 0.000698234, 1.335e-06, 19440, 22414, 33
0.00128049, 0.0010107, 0.000269057, 0, 19440, 22415, 0
0.00230414, 0.0016317, 0.000671693, 0, 19440, 22423, 0
0.00201713, 0.00131746, 0.00069822, 0, 19440, 22406, 0
0.00247465, 0.00167407, 0.000799733, 0, 19440, 22424, 0
0.0011888, 0.000856672, 0.000331551, 9.96e-07, 19440, 22416, 33
0.00113279, 0.000888175, 0.000244054, 9.31e-07, 19440, 22414, 33
0.00216326, 0.00144455, 0.000717653, 0, 19440, 22417, 0
0.00116536, 0.000886565, 0.000277833, 0, 19440, 22429, 0
0.00218233, 0.00144955, 0.00073195, 0, 19440, 22428, 0
0.00274608, 0.00153764, 0.00120721, 0, 19440, 22419, 0
0.0012199, 0.000895089, 0.000323599, 1.343e-06, 19440, 22422, 33
0.00214428, 0.00162692, 0.000516592, 0, 19440, 22422, 0
0.0015259, 0.00118845, 0.000336704, 0, 19440, 22419, 0
0.00133647, 0.00102269, 0.000313136, 0, 19440, 22414, 0
0.00120886, 0.00096675, 0.000241465, 7.08e-07, 19440, 22427, 33
0.00126266, 0.000988831, 0.000273154, 0, 19440, 22416, 0
0.00124102, 0.000961129, 0.000279446, 0, 19440, 22423, 0
0.00139539, 0.000988566, 0.00040634, 0, 19440, 22426, 0
0.00295591, 0.00174155, 0.00121336, 0, 19440, 22423, 0
0.00164879, 0.0012743, 0.000373383, 0, 19440, 22426, 0
0.00248659, 0.00167159, 0.00081405, 0, 19440, 22421, 0
0.00249251, 0.0016394, 0.000852014, 0, 19440, 22426, 0
0.00272531, 0.00175426, 0.000969341, 0, 19440, 22418, 0
0.00135961, 0.00107788, 0.000280914, 9.25e-07, 19440, 22421, 33
0.00160197, 0.00130687, 0.000294356, 0, 19440, 22428, 0
0.00132858, 0.00106096, 0.000267176, 7.41e-07, 19440, 22422, 33
0.00209894, 0.00130592, 0.000792046, 0, 19440, 22426, 0
0.00255078, 0.00172681, 0.000822969, 1.394e-06, 19440, 22421, 33
0.00272725, 0.00168204, 0.00104433, 0, 19440, 22420, 0
0.00245551, 0.0016593, 0.000795041, 0, 19440, 22427, 0
0.00201117, 0.00155973, 0.000450593, 9.95e-07, 19440, 22435, 33
0.00226129, 0.00165361, 0.000607128, 1.045e-06, 19440, 22424, 33
0.00247942, 0.00168301, 0.000795412, 1.412e-06, 19440, 22406, 33
0.0025299, 0.00154155, 0.000987351, 0, 19440, 22424, 0
0.00125552, 0.000888632, 0.000366143, 0, 19440, 22427, 0
0.00117936, 0.000874836, 0.000303943, 0, 19440, 22424, 0
0.00188962, 0.00148438, 0.000404381, 0, 19440, 22412, 0
0.00114174, 0.00090602, 0.000235181, 0, 19440, 22420, 0
0.00238865, 0.00150753, 0.000879897, 0, 19440, 22417, 0
0.0026019, 0.00144215, 0.00115859, 0, 19440, 22433, 0
0.00249479, 0.00157406, 0.000919515, 0, 19440, 22422, 0
0.00115288, 0.000889251, 0.000262895, 0, 19440, 22418, 0
0.00108051, 0.000853382, 0.000226461, 7.24e-07, 19440, 22414, 33
0.00156731, 0.00127722, 0.000289351, 0, 19440, 22406, 0
0.00223959, 0.00148638, 0.000752422, 0, 19440, 22418, 0
0.0011516, 0.000900194, 0.000250718, 1.907e-06, 19440, 22419, 66
