Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00181657, 0.00142827, 0.000386973, 0, 19440, 20441, 0
0.00176243, 0.00137446, 0.000386645, 0, 19440, 20433, 0
0.00158733, 0.00121901, 0.000367116, 1.561e-06, 19440, 20427, 66
0.00165796, 0.00122141, 0.000435549, 0, 19440, 20428, 0
0.00256776, 0.00174772, 0.000818865, 0, 19440, 20438, 0
0.00247186, 0.00190476, 0.000565561, 0, 19440, 20422, 0
0.00274122, 0.00194631, 0.00079373, 0, 19440, 20428, 0
0.0027651, 0.00195877, 0.000805069, 0, 19440, 20437, 0
0.00360874, 0.00224621, 0.00136018, 0, 19440, 20442, 0
0.00304686, 0.00212005, 0.000925044, 0, 19440, 20427, 0
0.00145425, 0.00110426, 0.000349073, 1.018e-06, 19440, 20426, 33
0.00146905, 0.00108734, 0.000380434, 0, 19440, 20441, 0
0.00174579, 0.00123434, 0.000510166, 0, 19440, 20435, 0
0.00187478, 0.00147351, 0.000400302, 0, 19440, 20432, 0
0.00248801, 0.00194341, 0.000543237, 0, 19440, 20419, 0
0.00244254, 0.00188046, 0.000560831, 0, 19440, 20430, 0
0.00238278, 0.00182654, 0.000554939, 0, 19440, 20434, 0
0.00219247, 0.00167359, 0.000517732, 0, 19440, 20426, 0
0.00283845, 0.00184633, 0.000990829, 0, 19440, 20437, 0
0.00274878, 0.00190912, 0.000837947, 0, 19440, 20439, 0
0.00242521, 0.00168587, 0.000738106, 0, 19440, 20432, 0
0.00314265, 0.00218892, 0.000951632, 0, 19440, 20438, 0
0.00262346, 0.00177518, 0.000847322, 0, 19440, 20432, 0
0.00284662, 0.00192668, 0.000918066, 0, 19440, 20432, 0
0.002925, 0.00195501, 0.000967904, 0, 19440, 20431, 0
0.00173404, 0.0013794, 0.000352917, 0, 19440, 20444, 0
0.0034723, 0.00220606, 0.00126461, 2.31e-06, 19440, 20437, 33
0.00290077, 0.002017, 0.00088245, 1.514e-06, 19440, 20433, 33
0.00194562, 0.00136977, 0.000574635, 0, 19440, 20441, 0
0.00253644, 0.00209584, 0.00043947, 0, 19440, 20437, 0
0.00174499, 0.00133265, 0.000411163, 0, 19440, 20442, 0
0.00293547, 0.0020286, 0.000905487, 1.587e-06, 19440, 20441, 33
0.00298563, 0.00213201, 0.000852169, 0, 19440, 20438, 0
0.00152623, 0.00110836, 0.000416436, 0, 19440, 20443, 0
0.00279162, 0.00190583, 0.000884355, 0, 19440, 20432, 0
0.00191245, 0.00111258, 0.000798186, 0, 19440, 20440, 0
0.00157124, 0.00109767, 0.000472449, 0, 19440, 20447, 0
0.00274295, 0.00194518, 0.00079602, 0, 19440, 20436, 0
0.0028764, 0.00201899, 0.000855699, 2.271e-06, 19440, 20454, 66
0.0031288, 0.00213875, 0.000988384, 0, 19440, 20445, 0
0.00276985, 0.00194973, 0.000818363, 0, 19440, 20446, 0
0.00309764, 0.00213062, 0.000965793, 0, 19440, 20437, 0
0.00161114, 0.00122126, 0.000388446, 0, 19440, 20438, 0
0.00286998, 0.00203303, 0.000835548, 1.584e-06, 19440, 20447, 33
0.00222909, 0.00187282, 0.000353652, 0, 19440, 20456, 0
0.00289035, 0.00178264, 0.00110677, 1.425e-06, 19440, 20412, 33
0.00152032, 0.00110948, 0.000409601, 0, 19440, 20420, 0
0.00279542, 0.0017869, 0.00100687, 1.613e-06, 19440, 20410, 33
0.00216472, 0.00156021, 0.000603035, 0, 19440, 20416, 0
0.00259762, 0.00177185, 0.000823946, 0, 19440, 20428, 0
0.00188277, 0.00148024, 0.000401593, 1.726e-06, 19440, 20407, 66
0.00270103, 0.00204384, 0.000655866, 0, 19440, 20410, 0
0.00352742, 0.00220096, 0.00132435, 3.49e-06, 19440, 20417, 66
0.0027277, 0.00204108, 0.000685402, 1.683e-06, 19440, 20415, 33
0.00220921, 0.00184586, 0.000362195, 0, 19440, 20404, 0
0.00190967, 0.00134645, 0.000562321, 1.028e-06, 19440, 20401, 33
0.00294997, 0.00220894, 0.000739404, 0, 19440, 20407, 0
0.00250872, 0.00195249, 0.000555008, 0, 19440, 20414, 0
0.00163916, 0.00126526, 0.000373242, 1.034e-06, 19440, 20413, 33
0.00146484, 0.00110853, 0.000355128, 0, 19440, 20406, 0
0.00281149, 0.0018934, 0.000916014, 0, 19440, 20414, 0
0.00167373, 0.00121624, 0.000456284, 0, 19440, 20410, 0
0.00158569, 0.001125, 0.000458813, 0, 19440, 20413, 0
0.00179554, 0.00120174, 0.000592582, 0, 19440, 20422, 0
0.00159069, 0.00124471, 0.00034496, 9.53e-07, 19440, 20408, 33
0.00333359, 0.00244035, 0.000891423, 0, 19440, 20409, 0
0.00347219, 0.00260393, 0.000866381, 1.275e-06, 19440, 20397, 33
0.00185828, 0.00152279, 0.000334094, 0, 19440, 20417, 0
0.00187973, 0.00120768, 0.000670915, 0, 19440, 20411, 0
0.00211729, 0.00156574, 0.000549234, 0, 19440, 20413, 0
0.00282598, 0.00199698, 0.000827434, 1.185e-06, 19440, 20402, 33
0.00203881, 0.00166199, 0.000375363, 0, 19440, 20397, 0
0.00146995, 0.00108579, 0.000382743, 0, 19440, 20409, 0
0.0022753, 0.00169392, 0.000579833, 0, 19440, 20414, 0
0.00212061, 0.00171963, 0.00039958, 0, 19440, 20414, 0
0.00173609, 0.00119461, 0.000540369, 1.139e-06, 19440, 20415, 33
0.00163692, 0.00121661, 0.00041923, 0, 19440, 20408, 0
0.00296545, 0.00210363, 0.000860494, 1.44e-06, 19440, 20421, 33
0.00233554, 0.00178346, 0.000550704, 0, 19440, 20412, 0
0.00165243, 0.00124843, 0.000403077, 0, 19440, 20413, 0
0.00166849, 0.00131615, 0.000351327, 0, 19440, 20394, 0
0.00253693, 0.00163243, 0.000903273, 0, 19440, 20407, 0
0.00290871, 0.00199156, 0.000916171, 2.189e-06, 19440, 20393, 33
0.00164595, 0.00130151, 0.000343008, 0, 19440, 20403, 0
0.0017469, 0.00139477, 0.000351333, 0, 19440, 20407, 0
0.00167141, 0.00127836, 0.000391984, 0, 19440, 20409, 0
0.00273456, 0.00185958, 0.000872882, 0, 19440, 20401, 0
0.00267355, 0.00186778, 0.000804103, 1.242e-06, 19440, 20388, 33
0.00265785, 0.00192297, 0.000733223, 1.211e-06, 19440, 20410, 33
0.00146191, 0.0011043, 0.000356409, 0, 19440, 20409, 0
0.0028489, 0.00212352, 0.000723163, 1.14e-06, 19440, 20402, 33
0.00304064, 0.00203326, 0.001006, 1.964e-06, 19440, 20404, 33
0.00163697, 0.00127377, 0.000361544, 9.79e-07, 19440, 20409, 33
0.00156977, 0.00122307, 0.000346025, 0, 19440, 20408, 0
0.00525651, 0.00444973, 0.000805208, 0, 19440, 20411, 0
0.00163444, 0.00128246, 0.000350479, 0, 19440, 20405, 0
0.00265442, 0.00203495, 0.000618202, 0, 19440, 20405, 0
0.00153866, 0.001203, 0.000334923, 8.12e-07, 19440, 20404, 33
0.0015659, 0.0012056, 0.000359416, 0, 19440, 20419, 0
0.00193333, 0.00153841, 0.000392694, 0, 19440, 20414, 0
0.00278481, 0.0018827, 0.000899985, 0, 19440, 20409, 0
0.00165801, 0.00112643, 0.000530573, 0, 19440, 20415, 0
0.0015086, 0.00108163, 0.000426468, 0, 19440, 20403, 0
0.00264308, 0.00173064, 0.00091082, 2.45e-06, 19440, 20401, 66
0.00275469, 0.00193731, 0.000815495, 0, 19440, 20402, 0
0.00224758, 0.00178761, 0.000457886, 0, 19440, 20406, 0
0.00214997, 0.00178563, 0.000363068, 8.94e-07, 19440, 20417, 33
0.00479762, 0.00361414, 0.00118135, 0, 19440, 20412, 0
0.0029185, 0.00200236, 0.000914569, 0, 19440, 20423, 0
0.00298568, 0.0022163, 0.000768339, 0, 19440, 20410, 0
0.00162621, 0.00126188, 0.000363556, 8.48e-07, 19440, 20420, 33
0.00277932, 0.00217253, 0.000604696, 0, 19440, 20413, 0
0.00175122, 0.00128308, 0.000467027, 1.086e-06, 19440, 20428, 33
0.00266392, 0.0018137, 0.000848831, 0, 19440, 20413, 0
0.00152432, 0.00108275, 0.000440582, 9.22e-07, 19440, 20412, 33
0.00271197, 0.00180091, 0.000909063, 0, 19440, 20407, 0
0.00316734, 0.00213942, 0.00102593, 0, 19440, 20411, 0
0.0029947, 0.00215557, 0.000837024, 0, 19440, 20406, 0
0.00156128, 0.00119237, 0.000367803, 0, 19440, 20424, 0
0.0021916, 0.00156348, 0.00062605, 0, 19440, 20417, 0
0.00161122, 0.00125427, 0.000355619, 0, 19440, 20400, 0
0.00169371, 0.00128547, 0.000407104, 0, 19440, 20410, 0
0.00275354, 0.00196475, 0.000787721, 0, 19440, 20404, 0
0.00186753, 0.00122829, 0.000638375, 0, 19440, 20421, 0
0.00301088, 0.0021251, 0.00088434, 0, 19440, 20409, 0
0.0027405, 0.00182278, 0.000915851, 3.572e-06, 19440, 20405, 33
0.00255616, 0.00185854, 0.000695632, 0, 19440, 20410, 0
0.00356668, 0.00185717, 0.00170815, 0, 19440, 20422, 0
0.00185651, 0.00108701, 0.000768154, 0, 19440, 20417, 0
0.00282475, 0.00203676, 0.000787028, 0, 19440, 20410, 0
0.00164509, 0.00126954, 0.000374559, 0, 19440, 20408, 0
0.00283217, 0.00203811, 0.000792864, 0, 19440, 20420, 0
0.00247971, 0.00208573, 0.00039237, 0, 19440, 20411, 0
0.00284359, 0.00206169, 0.000780417, 0, 19440, 20419, 0
0.00163482, 0.00128318, 0.000350415, 0, 19440, 20412, 0
0.00223812, 0.00152798, 0.000708334, 1.27e-06, 19440, 20405, 33
0.00201385, 0.00161851, 0.000393572, 0, 19440, 20397, 0
0.00152212, 0.00110604, 0.000415012, 1.797e-06, 19440, 20418, 66
0.00233929, 0.00177992, 0.000558237, 2.072e-06, 19440, 20413, 66
0.00206811, 0.0013803, 0.000685919, 0, 19440, 20405, 0
0.00275997, 0.00181609, 0.000942309, 1.304e-06, 19440, 20415, 33
0.00144542, 0.00108081, 0.00036306, 0, 19440, 20404, 0
0.00162184, 0.00123536, 0.00038531, 0, 19440, 20412, 0
0.0016139, 0.00125978, 0.000353333, 0, 19440, 20404, 0
0.00185505, 0.00150199, 0.000351701, 0, 19440, 20416, 0
0.00182803, 0.00146002, 0.000366436, 0, 19440, 20405, 0
0.00295514, 0.00204933, 0.000904137, 1.485e-06, 19440, 20399, 33
0.00305334, 0.00218136, 0.000870829, 0, 19440, 20421, 0
0.00283689, 0.00202942, 0.000805785, 0, 19440, 20403, 0
0.00311262, 0.00212865, 0.000982344, 1.43e-06, 19440, 20405, 33
0.00179012, 0.00141577, 0.000372857, 0, 19440, 20409, 0
0.00147894, 0.00109261, 0.00038506, 1.069e-06, 19440, 20408, 33
0.00205769, 0.00152129, 0.000535303, 1.233e-06, 19440, 20417, 33
0.00288673, 0.0019647, 0.000920363, 1.847e-06, 19440, 20425, 33
0.0021675, 0.00167704, 0.000488634, 9.77e-07, 19440, 20402, 33
0.00166712, 0.00125133, 0.000415094, 0, 19440, 20424, 0
0.00294013, 0.00203897, 0.000899393, 0, 19440, 20408, 0
0.00326041, 0.00229952, 0.000959451, 0, 19440, 20411, 0
0.00169477, 0.0013236, 0.000369647, 0, 19440, 20421, 0
0.00195567, 0.00143702, 0.000517557, 1.264e-06, 19440, 20429, 33
0.00177344, 0.00135896, 0.000413612, 0, 19440, 20414, 0
0.0030761, 0.0020866, 0.000987062, 3.536e-06, 19440, 20423, 66
0.00218864, 0.0017175, 0.000469851, 0, 19440, 20424, 0
0.00184812, 0.00121376, 0.000633143, 8.72e-07, 19440, 20408, 33
0.00150277, 0.00113602, 0.000365927, 0, 19440, 20415, 0
0.00153112, 0.00115444, 0.000375514, 0, 19440, 20411, 0
0.00303621, 0.00191084, 0.00112319, 1.741e-06, 19440, 20413, 33
0.00169968, 0.00125036, 0.000447933, 0, 19440, 20410, 0
0.00277522, 0.0018687, 0.000905103, 1.671e-06, 19440, 20415, 33
0.0016486, 0.00125258, 0.000394905, 0, 19440, 20412, 0
0.00242019, 0.00197202, 0.000446133, 0, 19440, 20412, 0
0.00158842, 0.00120597, 0.000381476, 2.629e-06, 19440, 20412, 33
0.0018901, 0.0014227, 0.000466524, 1.211e-06, 19440, 20407, 33
0.00286705, 0.00202259, 0.000843458, 1.524e-06, 19440, 20400, 33
0.00239481, 0.00201642, 0.000377137, 1.715e-06, 19440, 20390, 66
0.00174037, 0.00134883, 0.000390411, 0, 19440, 20415, 0
0.00163326, 0.00126496, 0.000367612, 1.238e-06, 19440, 20416, 66
0.00162137, 0.0012108, 0.000409574, 0, 19440, 20396, 0
0.00149292, 0.00110325, 0.000388528, 0, 19440, 20415, 0
0.00207494, 0.00160464, 0.000469216, 1.124e-06, 19440, 20411, 33
0.00157033, 0.00113952, 0.000429659, 0, 19440, 20405, 0
0.00155844, 0.00114618, 0.000410918, 0, 19440, 20393, 0
0.0028734, 0.00182713, 0.0010447, 1.569e-06, 19440, 20399, 33
0.00159951, 0.00123236, 0.000366101, 0, 19440, 20404, 0
0.00247808, 0.00191497, 0.000561635, 0, 19440, 20406, 0
0.00178088, 0.00140225, 0.000373365, 9.35e-07, 19440, 20418, 33
0.00282491, 0.0019923, 0.000831383, 0, 19440, 20391, 0
0.0017152, 0.00134521, 0.00036857, 0, 19440, 20407, 0
0.00250397, 0.00194823, 0.000554745, 0, 19440, 20403, 0
0.00180477, 0.001348, 0.000455871, 0, 19440, 20402, 0
0.00279981, 0.0019925, 0.000805712, 0, 19440, 20382, 0
0.00170468, 0.00129375, 0.000409544, 0, 19440, 20376, 0
0.00274834, 0.0018754, 0.00087162, 0, 19440, 20374, 0
0.00264426, 0.00181537, 0.000827089, 2.324e-06, 19440, 20365, 66
0.00173084, 0.00117995, 0.000548872, 2.937e-06, 19440, 20360, 66
0.00229356, 0.00180713, 0.000485228, 0, 19440, 20357, 0
0.00246185, 0.00198147, 0.000478823, 0, 19440, 20370, 0
0.00249822, 0.00191179, 0.000585305, 0, 19440, 20375, 0
0.00287589, 0.00205288, 0.000821371, 0, 19440, 20363, 0
0.00289317, 0.00221695, 0.000674525, 0, 19440, 20360, 0
0.0016536, 0.00126747, 0.000384856, 0, 19440, 20357, 0
0.00286268, 0.0020687, 0.000792758, 0, 19440, 20354, 0
0.00299806, 0.0020854, 0.000911307, 0, 19440, 20371, 0
0.0016369, 0.00125887, 0.000377021, 7.23e-07, 19440, 20371, 33
0.00298536, 0.0021001, 0.000883495, 1.856e-06, 19440, 20361, 33
0.00161971, 0.00122366, 0.000394896, 0, 19440, 20363, 0
0.00149545, 0.00108564, 0.000408232, 0, 19440, 20365, 0
0.0017637, 0.00121636, 0.000545715, 1.854e-06, 19440, 20374, 66
0.00307219, 0.0020887, 0.000982366, 0, 19440, 20354, 0
0.00292114, 0.00204788, 0.000871711, 1.768e-06, 19440, 20368, 33
0.00156459, 0.00121756, 0.000345729, 0, 19440, 20374, 0
0.00323149, 0.00215607, 0.00107343, 0, 19440, 20372, 0
0.00183745, 0.00145639, 0.000379493, 0, 19440, 20366, 0
0.00243735, 0.00188227, 0.00055419, 0, 19440, 20365, 0
0.00186774, 0.00150382, 0.000362445, 0, 19440, 20359, 0
0.00157573, 0.00121078, 0.000363963, 1.023e-06, 19440, 20371, 33
0.00187655, 0.0015136, 0.000360855, 0, 19440, 20365, 0
0.0014598, 0.00107972, 0.000378525, 1.226e-06, 19440, 20357, 33
0.00236715, 0.00173576, 0.000629626, 0, 19440, 20356, 0
0.00150345, 0.0011155, 0.000387004, 0, 19440, 20357, 0
0.0014362, 0.00106234, 0.000372866, 0, 19440, 20361, 0
0.00316696, 0.00224749, 0.000917089, 1.623e-06, 19440, 20372, 33
0.00167483, 0.00126013, 0.000413099, 0, 19440, 20365, 0
0.00300471, 0.00200922, 0.00099393, 0, 19440, 20392, 0
0.00156845, 0.00119979, 0.000367381, 0, 19440, 20381, 0
0.0026771, 0.00193998, 0.000735543, 0, 19440, 20392, 0
0.00179904, 0.00125831, 0.000539644, 1.202e-06, 19440, 20387, 33
0.00161876, 0.00122245, 0.000395541, 0, 19440, 20389, 0
0.00172529, 0.00121652, 0.000507852, 0, 19440, 20382, 0
0.00171118, 0.00129661, 0.000413632, 9.92e-07, 19440, 20390, 33
0.00207294, 0.00156524, 0.000505995, 0, 19440, 20384, 0
0.00233059, 0.00174044, 0.00058882, 1.328e-06, 19440, 20389, 33
0.0020056, 0.0011728, 0.000831777, 0, 19440, 20379, 0
0.00147956, 0.0010975, 0.000380839, 0, 19440, 20383, 0
0.00186614, 0.00135807, 0.00050698, 0, 19440, 20381, 0
0.00144786, 0.00107238, 0.000374431, 0, 19440, 20396, 0
0.0018516, 0.00123182, 0.000618588, 0, 19440, 20385, 0
0.00331877, 0.00293442, 0.000383088, 1.017e-06, 19440, 20396, 33
0.00251234, 0.00193377, 0.00057723, 0, 19440, 20389, 0
0.00181341, 0.00137538, 0.000436889, 0, 19440, 20390, 0
0.00244411, 0.00165486, 0.000787905, 0, 19440, 20395, 0
0.00254506, 0.00193306, 0.000610849, 1.116e-06, 19440, 20399, 33
0.00270966, 0.00194003, 0.000768401, 0, 19440, 20397, 0
0.00291969, 0.0020415, 0.00087659, 0, 19440, 20388, 0
0.0031217, 0.00214374, 0.000976012, 3.513e-06, 19440, 20380, 66
0.00237236, 0.00178923, 0.000581833, 0, 19440, 20406, 0
0.00275918, 0.00186167, 0.000895262, 0, 19440, 20395, 0
0.00284674, 0.00187162, 0.000973795, 0, 19440, 20390, 0
0.00300366, 0.00208235, 0.000920018, 0, 19440, 20385, 0
0.00286283, 0.00196977, 0.000891867, 0, 19440, 20390, 0
0.00188945, 0.00152908, 0.000359263, 0, 19440, 20394, 0
0.0028479, 0.00201207, 0.000834545, 1.357e-06, 19440, 20399, 33
0.00201676, 0.00161966, 0.000395497, 0, 19440, 20393, 0
0.0024828, 0.0019172, 0.000564083, 8.93e-07, 19440, 20389, 33
0.00180402, 0.00143944, 0.000363262, 0, 19440, 20396, 0
0.00288991, 0.00210072, 0.000787399, 0, 19440, 20379, 0
0.00162316, 0.00114294, 0.000478442, 0, 19440, 20373, 0
0.00178968, 0.0012157, 0.000572368, 0, 19440, 20385, 0
0.00168295, 0.00120544, 0.000475293, 0, 19440, 20386, 0
0.00273911, 0.00179657, 0.000940726, 0, 19440, 20387, 0
0.00257459, 0.00194782, 0.000625337, 0, 19440, 20398, 0
0.00306302, 0.00216382, 0.000897743, 0, 19440, 20395, 0
0.00245834, 0.00170883, 0.000747996, 0, 19440, 20398, 0
0.00163203, 0.00126139, 0.000369436, 0, 19440, 20398, 0
0.00284958, 0.00200847, 0.000839727, 0, 19440, 20419, 0
0.00249375, 0.00162409, 0.000868233, 0, 19440, 20401, 0
0.00288137, 0.00204041, 0.000839527, 0, 19440, 20417, 0
0.00313646, 0.00216787, 0.000966474, 0, 19440, 20410, 0
0.00160519, 0.00112579, 0.00047764, 0, 19440, 20414, 0
0.00174537, 0.00114658, 0.000597021, 2.158e-06, 19440, 20414, 33
0.00189523, 0.00145193, 0.000441688, 0, 19440, 20406, 0
0.00227417, 0.00142679, 0.000845811, 0, 19440, 20412, 0
0.00224711, 0.00184387, 0.000401843, 0, 19440, 20407, 0
0.00164528, 0.00127635, 0.000367751, 0, 19440, 20412, 0
0.00188211, 0.00150271, 0.000377998, 1.037e-06, 19440, 20410, 33
0.00168342, 0.00127103, 0.00041159, 0, 19440, 20418, 0
0.00294844, 0.00201885, 0.000928511, 0, 19440, 20409, 0
0.00253825, 0.00189832, 0.000638643, 0, 19440, 20404, 0
0.00186015, 0.00125349, 0.000605481, 1.266e-06, 19440, 20406, 33
0.00290298, 0.002081, 0.000820476, 0, 19440, 20417, 0
0.00245557, 0.00170417, 0.000750457, 1.739e-06, 19440, 20399, 33
0.0025882, 0.00192038, 0.000666369, 0, 19440, 20397, 0
0.0014966, 0.00110741, 0.000388201, 9.03e-07, 19440, 20402, 33
0.00183783, 0.00133108, 0.00050507, 0, 19440, 20387, 0
0.00144701, 0.00109096, 0.000354761, 0, 19440, 20404, 0
0.00161284, 0.00116021, 0.000451802, 0, 19440, 20405, 0
0.00286251, 0.00201744, 0.000843639, 1.49e-06, 19440, 20392, 33
0.00294751, 0.0020477, 0.000897906, 0, 19440, 20395, 0
0.00294351, 0.00210192, 0.000840344, 1.53e-06, 19440, 20402, 33
0.00161576, 0.00122756, 0.00038658, 0, 19440, 20400, 0
0.00159377, 0.00121688, 0.000376119, 0, 19440, 20390, 0
0.00238578, 0.00174987, 0.00063422, 0, 19440, 20391, 0
0.00288002, 0.00208243, 0.000796148, 0, 19440, 20404, 0
0.00171408, 0.00134207, 0.000370185, 0, 19440, 20401, 0
0.00149982, 0.00111101, 0.000387845, 1.821e-06, 19440, 20405, 66
0.00311709, 0.00192908, 0.00118548, 0, 19440, 20405, 0
0.00273519, 0.00179076, 0.000943115, 0, 19440, 20400, 0
0.0028648, 0.00194928, 0.000913692, 0, 19440, 20385, 0
0.00323216, 0.00216279, 0.00106767, 1.921e-06, 19440, 20394, 33
0.00251769, 0.00163374, 0.000882638, 0, 19440, 20384, 0
0.0031324, 0.00233153, 0.000799287, 0, 19440, 20385, 0
0.00296854, 0.0021071, 0.000859293, 0, 19440, 20391, 0
0.00293487, 0.00198756, 0.000945624, 1.766e-06, 19440, 20386, 33
0.00271851, 0.00204585, 0.000671152, 1.204e-06, 19440, 20385, 33
0.0030098, 0.00200515, 0.00100362, 0, 19440, 20397, 0
0.00164231, 0.00109889, 0.00054212, 1.099e-06, 19440, 20401, 33
0.00278399, 0.00205747, 0.000724699, 0, 19440, 20392, 0
0.00279487, 0.00186447, 0.000929116, 1.817e-06, 19440, 20389, 33
0.00259148, 0.00173146, 0.000858777, 1.566e-06, 19440, 20411, 33
0.00180037, 0.00138792, 0.000411366, 0, 19440, 20388, 0
0.0028554, 0.00201653, 0.000837563, 0, 19440, 20383, 0
0.0017047, 0.00127175, 0.000431922, 0, 19440, 20381, 0
0.00186211, 0.00148606, 0.000375029, 7.82e-07, 19440, 20385, 33
0.00289075, 0.00202318, 0.000866409, 0, 19440, 20384, 0
0.00282957, 0.00204153, 0.000786764, 1.696e-06, 19440, 20386, 33
0.00288581, 0.00195435, 0.000930135, 1.255e-06, 19440, 20387, 33
0.00255436, 0.00195002, 0.000601638, 0, 19440, 20396, 0
0.0015468, 0.00119442, 0.000350949, 0, 19440, 20379, 0
0.00310784, 0.0019423, 0.00116373, 0, 19440, 20374, 0
0.00263862, 0.0017985, 0.000838916, 1.487e-06, 19440, 20387, 33
0.00225199, 0.00148775, 0.00076286, 0, 19440, 20381, 0
0.00162771, 0.00128272, 0.000343976, 0, 19440, 20385, 0
0.00281936, 0.00204971, 0.000768584, 0, 19440, 20384, 0
0.00284214, 0.0020014, 0.000839216, 0, 19440, 20379, 0
0.00259708, 0.00211321, 0.000481977, 0, 19440, 20374, 0
0.00153758, 0.00119999, 0.000336646, 0, 19440, 20380, 0
0.00294873, 0.00206052, 0.000886864, 2.182e-06, 19440, 20369, 33
0.00168284, 0.00133323, 0.000348055, 8.38e-07, 19440, 20368, 33
0.00244429, 0.00161697, 0.000826282, 0, 19440, 20370, 0
0.00152835, 0.00116826, 0.000359338, 7.27e-07, 19440, 20380, 33
0.00203843, 0.00167026, 0.000367098, 0, 19440, 20377, 0
0.00144424, 0.00108767, 0.000355133, 0, 19440, 20374, 0
0.0018282, 0.00112777, 0.000699446, 0, 19440, 20373, 0
0.00319594, 0.00207145, 0.00112221, 0, 19440, 20370, 0
0.00162484, 0.0012477, 0.000376065, 0, 19440, 20385, 0
0.0019638, 0.00124887, 0.000713675, 0, 19440, 20374, 0
0.00300457, 0.00209402, 0.000908955, 1.513e-06, 19440, 20382, 33
0.00330442, 0.00221837, 0.00108403, 0, 19440, 20385, 0
0.00257277, 0.00212629, 0.00044498, 0, 19440, 20376, 0
0.00238944, 0.00194795, 0.000440307, 0, 19440, 20382, 0
0.0017039, 0.00132248, 0.000379658, 0, 19440, 20377, 0
0.00263162, 0.00182183, 0.00080925, 0, 19440, 20379, 0
0.00175996, 0.00126144, 0.000497643, 1.583e-06, 19440, 20370, 33
0.00157433, 0.00116781, 0.000403712, 0, 19440, 20362, 0
0.00233819, 0.00172471, 0.000611936, 2.602e-06, 19440, 20327, 66
0.0021445, 0.00131282, 0.000829692, 2.923e-06, 19440, 20306, 99
0.00148448, 0.0011096, 0.000373717, 0, 19440, 20292, 0
0.00189967, 0.00119666, 0.000701934, 7.75e-07, 19440, 20285, 33
0.00236902, 0.00190726, 0.00046062, 2.672e-06, 19440, 20278, 99
0.00308044, 0.00213656, 0.000941601, 2.21e-06, 19440, 20307, 66
0.002305, 0.0015042, 0.000799334, 2.506e-06, 19440, 20329, 66
0.00169137, 0.00122656, 0.000463785, 1.431e-06, 19440, 20296, 66
0.00199892, 0.00162649, 0.000371395, 1.752e-06, 19440, 20311, 99
0.00230888, 0.00189802, 0.000409761, 0, 19440, 20331, 0
0.00181435, 0.001401, 0.000411617, 2.706e-06, 19440, 20316, 99
0.00275601, 0.00196749, 0.00078696, 4.605e-06, 19440, 20362, 132
0.00186995, 0.00136697, 0.00050183, 2.351e-06, 19440, 20345, 99
0.00315891, 0.00230964, 0.000846626, 4.166e-06, 19440, 20338, 99
0.00153456, 0.00113288, 0.000400337, 4.647e-06, 19440, 20321, 165
0.00163812, 0.001265, 0.000371901, 1.534e-06, 19440, 20306, 66
0.00165671, 0.00128289, 0.000372804, 1.895e-06, 19440, 20323, 99
0.00171152, 0.00126555, 0.000444664, 2.429e-06, 19440, 20347, 66
0.00305953, 0.00220572, 0.00085212, 2.507e-06, 19440, 20309, 66
0.00282667, 0.00194687, 0.000878444, 1.51e-06, 19440, 20322, 33
0.0019921, 0.00144343, 0.000547179, 2.435e-06, 19440, 20269, 66
0.00238837, 0.00196388, 0.000423068, 2.187e-06, 19440, 20299, 66
0.00235301, 0.0017696, 0.000582343, 3.599e-06, 19440, 20309, 132
0.00310426, 0.00208722, 0.00101545, 2.453e-06, 19440, 20228, 66
0.00180375, 0.00141656, 0.000385581, 2.639e-06, 19440, 20234, 132
0.00296232, 0.00209659, 0.000864428, 4.774e-06, 19440, 20210, 165
0.00305965, 0.00198956, 0.00106828, 3.481e-06, 19440, 20235, 66
0.00192735, 0.00142925, 0.000496454, 3.172e-06, 19440, 20267, 132
0.00187997, 0.00131941, 0.000559109, 2.004e-06, 19440, 20213, 99
0.00363279, 0.00232606, 0.00130493, 4.256e-06, 19440, 20215, 66
0.00323024, 0.00215584, 0.00107212, 0, 19440, 20216, 0
0.00290223, 0.00204648, 0.000854583, 2.841e-06, 19440, 20197, 66
0.00279229, 0.00196993, 0.000820904, 3.104e-06, 19440, 20162, 99
0.00304016, 0.00212924, 0.000909325, 1.821e-06, 19440, 20229, 33
0.00288036, 0.00214502, 0.000733377, 5.172e-06, 19440, 20171, 231
0.00160806, 0.00114606, 0.000460996, 0, 19440, 20170, 0
0.00302929, 0.00201308, 0.00101429, 2.847e-06, 19440, 20177, 66
0.00152618, 0.00111613, 0.000409047, 9.57e-07, 19440, 20172, 33
0.00157631, 0.00116444, 0.000410945, 0, 19440, 20115, 0
0.00173689, 0.00134678, 0.000388986, 2.485e-06, 19440, 20172, 99
0.00269685, 0.00191799, 0.000777706, 3.644e-06, 19440, 20133, 99
0.00208843, 0.0016414, 0.00044582, 2.52e-06, 19440, 20144, 99
0.00163091, 0.0012474, 0.000382461, 3.505e-06, 19440, 20071, 165
0.00171567, 0.0012316, 0.000483282, 3.188e-06, 19440, 20109, 132
0.00304558, 0.00212926, 0.000914614, 1.445e-06, 19440, 20085, 33
0.00192677, 0.00130061, 0.000624926, 3.07e-06, 19440, 20101, 99
